Hotel Name,Original price,Price after discount,Tax,Rating,location,Facility,Room Type,Room Size,Review,Original price_norm,Price after discount_norm,Rating_norm,Cluster
surf doggie inn,11.889085338685804,11.601403266234023,Inclusive of taxes,8.3,"Kuta, Bali","Free Wi-Fi, free parking, 24-hour reception, airport transfer, kitchen, luggage storage, garden, salon","Special Offer Room, Double or Twin Room, Standard Room (No Window), Double or Twin Room with Garden View, Room Assigned on Arrival, Air Conditioning Standard, Standard Double or Twin with Fan, Standard A/C, Standard Room (No Window)",22 m² - 22 m²  ,"For a low price, I got good facilities, a large room and a refrigerator",0.12124038378988664,0.1198958819284607,0.6792452828907085,1
suryadina guest house,12.847929163278053,12.560247968016562,Inclusive of taxes,8.6,"Ubud, Bali","Free Wi-Fi, free parking, 24-hour reception, airport transfer, balcony/terrace, garden, breakfast, room service","Deluxe Double Room, Twin Room, Deluxe",16 m² - 25 m²  ,The best places to stay in Ubud,0.2608123751598549,0.2579219526937934,0.735849056464934,1
svaha private villa ceningan,13.2518132017501,12.964131715017261,Inclusive of taxes,8.6,"Nusa Ceningan, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, restaurant, bar","Deluxe Villa - 1 Bedroom, One-Bedroom Villa with Private Pool, One Bedroom Villa, Villa with Private Pool, Room Assigned on Arrival, Villa with Sea View",25 m² - 45 m²  ,Very Nice Place to Stay,0.31960286646438024,0.3160611764292439,0.735849056464934,0
svaha ubud,12.793862088206213,12.506180941677357,Inclusive of taxes,7.9,"Ubud, Bali","free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, massage, airport transfer","Deluxe Room, Family Studio, Deluxe Studio, Deluxe Connecting Room, Studio Connecting Room, Deluxe Studio Connecting Room, Studio",25 m² - 64 m²  ,Great accommodation to relax,0.2529422203528034,0.25013898305367055,0.6037735847917409,1
svarna hotel sanur,12.948012371209098,12.660331092405906,Inclusive of taxes,7.6,"Sanur, Bali","Beach, free Wi-Fi, swimming pool, spa, 24-hour front desk, restaurant, golf course, massage","Deluxe Double or Twin Room, Superior Double or Twin Room, Room Assigned on Arrival, Deluxe Double or Twin, Superior Double or Twin, Single Room, Triple room - Comfort, Double room Queen bed - City View, DELUXE DOUBLE OR TWIN ROOM KING BED 2 BEDS DOUBLE BED",24 m² - 36 m²  ,The Most Convenient Location on a Budget,0.2753807670870499,0.27232895769022114,0.5471698112175151,1
swahita ubud,14.10762479385264,13.864300722133706,Inclusive of taxes,8.8,"Ubud, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, yoga room, airport transfer","Deluxe Room, Deluxe Suite Balcony, Suite, Deluxe Double Room, Family Double Bed, Suite, Deluxe Twin Room, Executive Double Room with Balcony, Suite, Family Room",20 m² - 30 m²  ,A great place,0.44417719763666463,0.4456408579418318,0.773584905514418,1
swastika guest house,13.053375505904878,12.765694147734985,Inclusive of taxes,7.9,"Sanur, Bali","Free Wi-Fi, swimming pool, spa, 24-hour front desk, restaurant, bar, water sports, massage","1 Bedroom Superior, Deluxe Room, Superior Room, 1 Bedroom Deluxe, Standard Room, Superior Room, Room Assigned on Arrival, Superior Single Room, Deluxe Single Room, Superior Room",19 m² - 28 m²  ,Staff work harder and exceed expectations,0.2907177199351593,0.2874960108155784,0.6037735847917409,1
swiss belhotel rainforest,13.92286967508699,13.635188201437066,Inclusive of taxes,8.3,"Kuta, Bali","Beach, free wifi, pool with view, free parking, spa, 24 hour front desk, fitness center, restaurant","Executive Suite, Deluxe Queen Room, Deluxe Twin Room, Junior Suite, Suite Standard, Grand Deluxe Twin, Grand Deluxe Double Room",28 m² - 56 m²,A great place!,0.4172837253312215,0.41266002075713587,0.6792452828907085,3
swiss belhotel tuban,13.806134742045792,13.51845266959401,Inclusive of taxes,8.6,"Kuta, Bali","Outdoor pool, restaurant, fitness center, beach shuttle service",Superior Room,20 m² - 25 m²,"Budget hotel with complete facilities, suitable for small families",0.4002914616808523,0.39585589517867226,0.735849056464934,2
swiss-belresort watu jimbar,13.981025843899115,13.645553445408439,Inclusive of taxes,8.6,"Sanur, Bali","Free wifi, swimming pool, free parking, spa, 24-hour front desk, fitness center, restaurant, bar","Jacuzzi Grand Deluxe,  Suite Penthouse, Deluxe, Suite",42 m² - 117 m²,Very good hotel with excellent location!!,0.42574910007043737,0.41415210169081884,0.735849056464934,3
taksu nusa dua guest house,12.611541086966115,12.323860125621126,Inclusive of taxes,8.3,"Nusa Dua Beach, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar","Junior Suite Pool View, Taksu Suite with Balcony, Junior Suite with Balcony, Two Bedroom Suite, Taksu Suite, Family Room with City View, Taksu Suite with Balcony, Junior Suite City View, Taksu Suite with Balcony, Two Bedroom Suite",33 m² - 101 m²  ,A gem in Sanur!,0.22640306500863852,0.22389383009804847,0.6792452828907085,3
taksu sanur hotel,14.28563980431985,13.592493248681205,Inclusive of taxes,8.7,"Sanur, Bali","Swimming pool, spa, free WiFi, family-friendly hotel","Standard Room, Deluxe Room, Suite",30 m² - 60 m²,Comfortable hotel with a strategic location in Sanur,0.47008956090940096,0.4065140655680968,0.7547169809896759,3
taman agung hotel,13.739625777451845,13.137255930777014,Inclusive of taxes,8.4,"Sanur, Bali","Free wifi, Swimming pool, Free parking, 24-hour reception, Restaurant, Balcony/terrace, Garden, Room service",Deluxe Double or Twin Room,20 m² - 20 m²  ,Great value hotel in good location. 8 min walk to the beach. Good restaurants nearby,0.39061023060416533,0.3409824751663858,0.6981132074154504,1
taman ayu 212,12.927972478237256,12.640290405785475,Inclusive of taxes,8.6,"South Denpasar, Bali","24-hour room service, room service, parking area, café, airport shuttle, bicycle rental, car rental, laundry, luggage storage, garden, family room","2-Bedroom Apartment, 1-Bedroom Apartment",30 m² - 36 m²  ,Pretty good,0.2724637041648265,0.2694440929936596,0.735849056464934,4
taman dharmawangsa suites,14.971781191041774,14.31325155008416,Inclusive of taxes,8.9,"Nusa Dua, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant, bar","3 Bedroom Pool Villa, Two Bedroom Pool Villa, 3 Bedroom Luxury Villa with Private Pool, One Bedroom Pool Villa, CLUSTER Three Bedroom Private Pool Villa, GRAND Two Bedroom Private Pool Villa, Exclusive Villa, 1 Bedroom, Private Pool, Villa 3 Bedrooms Private Pool, Two Bedroom Private Pool Villa",100 m² - 250 m²  ,A beautiful stay for 3 five star nights!!!,0.569966221998453,0.5102675056498962,0.7924528300391599,0
taman harum cottages,14.380540804086895,13.869715559216136,Inclusive of taxes,8.2,"Ubud, Bali","Free WiFi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, yoga room","2 bedroom garden view villa, garden view suite with king bed, suite room with garden view, deluxe garden view room, superior garden view room, 2 bedroom villa, three bedroom family room, deluxe double non smoking, honeymoon room, twin superior room",36 m² - 108 m²  ,A truly festive Balinese Christmas experience only at Taman Harum Cottages Ubud,0.48390361610876576,0.44642032586289637,0.6603773583659663,3
taman mekar beach inn,12.291603343522166,11.813570652013716,Inclusive of taxes,8.2,"Poppies, Bali","Free Wi-Fi, free parking, 24-hour front desk, airport transfer, garden, breakfast, room service, laundry service","Standard Double or Twin Room with Fan, Standard 1 Double Bed or 2 Beds, Economy Room, Standard Room, Standard Double or Twin Room, Standard - Fan, Standard Air Conditioning",12 m² - 16 m²  ,"thanks agoda, make my trip enjoyable and easier to find the inn",0.17983203141422033,0.1504374602980153,0.6603773583659663,4
taman surgawi resort & spa,13.567050480716235,13.279368835614243,Inclusive of taxes,8.8,"Amlapura, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, fitness center, restaurant","Deluxe Two Bedroom, Deluxe One Bedroom, Deluxe Executive Room, Deluxe One Bedroom, Deluxe Two Bedroom, Deluxe Executive, Family Room, Deluxe Room, Room Assigned on Arrival, Deluxe Family Room",32 m² - 46 m²  ,Reasonable price and location,0.36548968729056025,0.3614396835373186,0.773584905514418,1
taman tirta ayu pool & mansion,12.91164481522143,12.480863228659473,Inclusive of taxes,7.9,"Tuban, Bali","Internet access, swimming pool, 24-hour check-in, massage, children's pool, kitchen, garden, tour","Superior Room, Deluxe Room, Superior Room, Suite, Suite with Pool View, Deluxe Room, Standard Suite, Deluxe Room 1 Queen Bed Non Smoking, Deluxe Room, Superior Room",20 m² - 48 m²  ,Comfortable enough to stay,0.2700870038273073,0.24649448833817972,0.6037735847917409,1
tamarind beach bungalow lembongan,13.199326270390594,12.91164481522143,Inclusive of taxes,7.9,"Nusa Lembongan, Bali","Private beach, Free wifi, Swimming pool, Free parking, 24-hour reception, Restaurant, Bar, Water sports","Family Room with Private Pool, Standard, Standard Air Conditioning, Suite Room, Deluxe Fan Bungalow, Deluxe Room, Room Assigned on Arrival, Deluxe Double Room with Fan",35 m² - 100 m²  ,Beautiful view,0.31196272179967405,0.30850566662457557,0.6037735847917409,1
tanadewa resort & spa ubud,15.1948188230428,14.439796286972719,Inclusive of taxes,8.7,"Ubud, Bali","Free Wi-Fi, pool with a view, free parking, spa, 24-hour reception, fitness center, restaurant, bar","Courtyard Villa, Suite Room, Tanadewa Suite, Courtyard Pool Villa, Two Bedroom Suite, Tanadewa Grand Suite, Suite Room with One Time 60 Minutes Couple's Massage, Tanadewa Grand Suite, Sky Suite",41 m² - 102 m²  ,Amazing resort,0.6024322041014961,0.5284836701406521,0.7547169809896759,3
tanah penida bungalow,12.377927112974284,12.154784614286667,Inclusive of taxes,9.0,"Nusa Penida, Bali","Free Wi-Fi, swimming pool, free parking, express check-in/check-out, airport transfer, luggage storage, pets allowed, balcony/terrace","Standard King Room - Non-Smoking, Twin Room, King Room - Non-Smoking, King Bungalow, Twin Bungalow, Standard King Bungalow, Standard Room, Room Assigned on Arrival, Double Single Use, Single",28 m² - 28 m²  ,Spent two nights in Nusa Pendia and it was a good experience,0.19239756095717564,0.19955534395034333,0.8113207545639017,1
tanjung sari inn,13.010448092775828,12.722766020324046,Inclusive of taxes,8.1,"Tanjung Benoa, Bali","Beach, free Wi-Fi, swimming pool, free parking, 24-hour reception, bar, water sports, massage","Deluxe Double Room, Standard Room, Deluxe Twin Room, Deluxe Room, Standard Room (No Window), Room Assigned on Arrival, Deluxe Room (No Window)",16 m² - 24 m²  ,Suitable for families,0.28446908550574046,0.28131649004351783,0.6415094338412245,1
taos house nusa lembongan by best deals asia hospitality,13.7509731034928,12.834683971615659,Inclusive of taxes,8.9,"Nusa Lembongan, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, 24-hour front desk, restaurant, bar, golf course","Deluxe Cottage View, Superior Garden, Deluxe Garden View, Double Room with Garden View, Superior Room, Deluxe Room 1 Bedroom Garden Area, Deluxe Room, Deluxe Cottage 1 Bedroom Garden Area, Deluxe Hut",16 m² - 18 m²  ,"comfortable, clean, quiet and best price! suitable for travelers",0.39226197914927785,0.2974271230127248,0.7924528300391599,1
tarzan marriott on penida,13.4453175119532,13.157635922172675,Inclusive of taxes,10.0,"Nusa Penida, Bali","Free wifi, Swimming pool with view, Free parking, Express check-in/check-out, Restaurant, Bar, Massage, Airport transfer","Deluxe Room with Pool View, Deluxe Room with Terrace, Standard Double Room, Garden View",35 m² - 20 m²  ,Really Great service and very Helpful,0.3477698955686286,0.3439161829183762,0.9999999998113207,1
taxa uma,12.596021327444134,12.117989785616777,Inclusive of taxes,8.2,"Kuta, Bali","Free WiFi, swimming pool, free parking, 24-hour reception, airport transfer, family room, balcony/terrace, room service","Standard Room with Balcony, Family Room, Superior Twin Room, Standard Room, Deluxe Room, Deluxe Family Room",14 m² - 18 m²  ,Good for those who like active recreation,0.22414396536539158,0.19425871393679978,0.6603773583659663,1
teba house bisma ubud,12.638303013558462,11.96018489473537,Inclusive of taxes,8.42253807106599,"Ubud, Bali","free WiFi, 24-hour reception, massage, airport transfer, family room, luggage storage, garden, 24-hour room service","Deluxe Double Bed, Deluxe Twin Beds Room, Standard Double Bed, Deluxe Room, Suite, Room Assigned on Arrival, Standard Room, Suite - Pool View, Classic Twin Room, Twin Room",15 m² - 30 m²  ,A very quiet place to stay,0.23029860596284876,0.17154263802229525,0.702365673653514,1
teba house ubud by ecommerceloka,12.57446220464097,11.753484482852825,Inclusive of taxes,8.2,"Ubud, Bali","Free Wi-Fi, car parking, spa, 24-hour front desk, restaurant, massage, airport transfer, luggage storage","Superior Room, Deluxe Room, Standard Double Room, Standard, Family Room, Family Room, Familia Suite, Standard Room, Superior Room, Standard Room",21 m² - 40 m²  ,four that are worth money,0.22100575909587003,0.14178803268872567,0.6603773583659663,1
teja homestay,12.89921982609012,12.611537753638338,Inclusive of taxes,8.9,"Ubud, Bali","Free WiFi, car parking, 24-hour reception, airport transfer, kitchen, balcony/terrace, garden, breakfast","Superior Room, Standard Room, Deluxe Room, Room Assigned on Arrival, Superior Room (No Window), Deluxe Room (No Window), Standard Room (No Window), Deluxe Single Room, Superior Single Room",20 m² - 21 m²  ,Extraordinary,0.26827838762586825,0.2653051374437422,0.7924528300391599,1
the 1o1 bali fontana seminyak,14.365557279498857,14.077875591662238,Inclusive of taxes,8.6,"Legian, Bali","Swimming pool, spa, restaurant, fitness center, bar","Superior Room, Deluxe Room",30 m² - 40 m²,Strategic hotel in Legian with modern and comfortable design,0.4817225723236815,0.4763850441488778,0.735849056464934,3
the 1o1 bali oasis sanur,14.215628729986905,13.927946880948712,Inclusive of taxes,8.5,"Sanur, Bali","Outdoor pool, spa, rooftop restaurant, fitness center","Superior Room, Deluxe Room, Suite Room",30 m² - 60 m²,"Modern design with complete facilities, strategic location in Sanur",0.45989855293502585,0.45480274745763155,0.7169811319401922,3
the acala shri sedana,15.326968209096984,15.039286283703994,Inclusive of taxes,8.5,"Nusa Lembongan, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour check-in, restaurant, bar, golf course","Rooftop Pool Villa, Deluxe Sea View Suite, 1 Bedroom Pool Villa, Deluxe Room, Classic Pool Villa, Rooftop Pool Villa, The Acala Suite, Superior Double or Twin Room, Deluxe Double Room, Sea View Suite",45 m² - 110 m²  ,Fantastic,0.6216682386848598,0.6147804902180981,0.7169811319401922,0
the akasha boutique hotel,15.006963920094849,14.91911105149312,Inclusive of taxes,8.8,"Seminyak, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, golf course","Two Bedroom Family Suite, Deluxe Room, Family Three Bedrooms Suite Apartment, 3 Bed Apartment, Family Suite, Family One Bedroom Suite Apartment, Deluxe Room With Pool Access, 3 Bedroom Suite Apartment Garden View ",30 m² - 125 m²  ,Perfect holiday,0.5750875185326992,0.5974812184230496,0.773584905514418,3
the akmani legian,13.95025471489279,13.593580020651018,Inclusive of taxes,8.6,"Legian, Bali","Free WiFi, swimming pool, fitness center, restaurant, 24-hour front desk","Deluxe Room, Superior Room, Executive Suite",24 m² - 50 m²,Economical choice with strategic location in Legian,0.42126996838917385,0.4066705068192529,0.735849056464934,3
the alantara sanur,14.12450955176651,13.748274000397558,Inclusive of taxes,8.8,"Sanur, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant, bar","Deluxe Room, Deluxe Room with Pool View, Suite with Pool View, One Bedroom Villa 1 King Bed, 1 Bedroom Pool Villa, One Bedroom Villa, 2 Bedroom Pool Villa",32 m² - 100 m²  ,Had a great stay!,0.44663499026711806,0.42893876585616764,0.773584905514418,0
the alena resort by pramana,15.238578650433336,14.32228840050617,Inclusive of taxes,8.7,"Ubud, Bali","Free wifi, Swimming pool with view, Free parking, Spa, 24-hour reception, Fitness center, Restaurant, Bar","Deluxe Room, Luxury Suite, Private Pool Villa 1-Bedroom, Luxury Royal Private Pool Villa with Jacuzzi, Luxury one bedroom private pool villa, Luxury Pool Villa, Luxury One Bed Room Private Pool Villa, One Bedroom Private Pool Villa, Deluxe Double or Twin Room with Balcony",40 m² - 149 m²  ,This place is magical,0.6088020070811424,0.511568363811312,0.7547169809896759,0
the alley city hotel,12.676079399771027,12.388398368982115,Inclusive of taxes,8.3,"Sanur, Bali","Non-smoking room, free parking, free Wi-Fi, 24-hour reception, air conditioning",Standard Double,16 m² - 16 m²  ,Very good,0.2357974424941169,0.23318413553401093,0.6792452828907085,4
the amrita salt farm villas,14.051901178132072,13.764219368837665,Inclusive of taxes,9.0,"Tejakula, Bali","beach, free Wi-Fi, pool with a view, car parking, spa, 24-hour front desk, restaurant, bar","Family Room with Sea View, Family Villa, Standard Double, Deluxe Twin",40 m² - 150 m²  ,Those seeking peace and comfort,0.43606591213533497,0.43123410789497957,0.8113207545639017,3
the anvaya beach resort bali,15.429339017823503,15.206195516290245,Inclusive of taxes,8.9,"Kuta, Bali","Daily housekeeping, 2 restaurants and bar/lounge, 5 outdoor swimming pools, Fitness center, Free kids club","Deluxe Room, Premier Room, Suite",55m² - 65m²,"Very clean and comfortable hotel, with friendly service and complete facilities. Suitable for family vacation",0.6365696201879325,0.6388071396906444,0.7924528300391599,3
the apurva kempinski bali,16.491081712392027,16.203399662896075,Inclusive of taxes,8.9,"Nusa Dua Beach, Bali","Spa, Private Pool, Beach Access, Kids Club, Fitness Center, Fine Dining Restaurants","Suite, Villa, Deluxe Room",75m² - 100m²,Amazing! Very luxurious and best service,0.7911198591347839,0.7823550675782572,0.7924528300391599,3
the aromas of bali hotel & residence,12.981677308155437,12.793862088206213,Inclusive of taxes,7.6,"Legian, Bali","Swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant, kids club, luggage storage","Studio, Residence 2 Bedroom for 4 Persons, Residence 2 Bedroom for 4 Persons Room Only, Two Bedroom Apartment for 3 Persons Room Only, Apartment, Two Bedroom Apartment for 3 persons, Two Bedroom Apartment, Soft Block Studio Room only, Studio, Two Bedroom Suite",23 m² - 60 m²  ,Very satisfied,0.2802811295532138,0.29155079689049496,0.5471698112175151,4
the awan villas,15.352906454993297,14.303084545434695,Inclusive of taxes,8.6,"Seminyak, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, water sports, water park, massage","2 Bedroom Pool Villa, 1 Bedroom Pool Villa, Two Bedroom Villa with Private Pool, Villa Two Bedrooms with Private Pool, Villa One Bedroom with Private Pool, Villa 2 Bedrooms with Private Pool, Deluxe Villa, Villa Two Bedrooms, Villa One Bedroom, Superior Villa",200 m² - 300 m²  ,The best villa I have ever stayed in,0.6254438823710793,0.5088039613443274,0.735849056464934,0
the ayu kintamani villa at toya devasya,14.881944292502169,14.451161561766446,Inclusive of taxes,8.3,"Kintamani, Bali","Free wifi, swimming pool, free parking, spa, 24 hour front desk, restaurant, bar, water sports","Deluxe Pool Villa, Family Pool Villa, Honeymoon Private Pool Villa, Standard Room",25 m² - 250 m²  ,It's good to relax for a while,0.5568893115505951,0.5301197059033049,0.6792452828907085,0
the ayudya gelogor carik,12.411715957018846,12.32386457003594,Inclusive of taxes,8.2,"South Denpasar, Bali","Free parking, Kitchen, Balcony/terrace, Garden, Smoking area, Bath amenities, Refrigerator, 24-hour security",Apartment,30 m² - 30 m²  ,Convenient & shady parking,0.1973159596874321,0.22389446987330364,0.6603773583659663,4
the ayudya pura demak,12.493759717969455,12.206077645517674,Inclusive of taxes,8.0,"West Denpasar, Bali","Air Conditioning (AC), WiFi",One Bedroom Apartment,30 m² - 30 m²  ,"The place is comfortable and safe, so you won't be disturbed when working at home because it's so quiet.",0.20925847921111765,0.20693899590701334,0.6226415093164828,4
the backyard house,12.25803871355478,11.970356641102999,Inclusive of taxes,8.7,"Tanah Lot, Bali","Free Wi-Fi, 24-hour front desk, airport transfer, shared kitchen, luggage storage, balcony/terrace, garden, breakfast","Deluxe Double Room, Deluxe Double Room, Room Assigned on Arrival",15 m² - 20 m²  ,Good place with good price,0.17494626991272008,0.1730068649000527,0.7547169809896759,1
the baladewa,12.631343648903034,11.917997162369213,Inclusive of taxes,7.7,"Ungasan, Bali","Free Wi-Fi, swimming pool, 24-hour reception, bar, airport transfer, family room, shared kitchen, room service","Standard Double Room, Superior King Room",24 m² - 28 m²  ,"Very nice and friendly staff, comfortable place, and big rooms",0.2292855813610155,0.16546969740722495,0.566037735742257,1
the bale villas nusa dua,15.946061120804393,15.589386227767895,Inclusive of taxes,8.5,"Nusa Dua Beach, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant, bar","One Bedroom Private Pool Villa, Two Bedroom Private Pool Villa, Deluxe One Bedroom Private Pool Villa, Two Bedroom Pavilion with Private Pool, Single Villa Pavilion, One Bedroom Pavilion with Private Pool, Double or Twin Deluxe-Pavilion-Villa, Deluxe Single Pavilion, One Bedroom Private Pool Villa",200 m² - 240 m²  ,Special villa for honeymoon,0.7117851360500592,0.6939675928492284,0.7169811319401922,0
the bali dream villa canggu - chse certified,15.453889606195114,15.05822376780655,Inclusive of taxes,8.0,"Canggu, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, yoga room","2 Bedroom Pool Villa, 1 Bedroom Pool Villa, Deluxe Room with Balcony, Superior Room without Balcony, 1 Bedroom Villa, 2 Bedroom Villa, Two Bedroom Villa with Private Pool, Family Room Pool View Two Bedrooms, Deluxe Double Room, Double or Twin Deluxe Room",32 m² - 140 m²  ,A great quiet escape,0.6401432725601395,0.617506548479668,0.6226415093164828,0
the bali dream villa seminyak,15.1488589439824,14.857553553344488,Inclusive of taxes,8.8,"Seminyak, Bali","Free wifi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, yoga room","2 Bedroom Pool Villa, 3 Bedroom Pool Villa, 4 Bedroom Pool Villa, 1 Bedroom Pool Villa, Four Bedroom Villa with Private Pool, Two Bedroom villa with Private Pool, Three Bedroom Villa with Private Pool, Villa 3 Bedrooms Private Pool, Villa One Bedroom With Private Pool, Villa 4 Bedrooms Private Pool",100 m² - 300 m²  ,Nice property but discount for extra charge for third person,0.5957421554417879,0.5886199924290961,0.773584905514418,0
the banana house nusa penida,12.218500103788143,12.05598204574538,Inclusive of taxes,9.3,"Nusa Penida, Bali","free WiFi, free parking, 24-hour reception, shuttle service, kitchen, balcony/terrace, garden, car rental","Promotion Room, Standard Room",18 m² - 18 m²  ,Fantastic big room with en-suite and patio area,0.16919091918761486,0.1853326754703236,0.8679245281381276,2
the bandha hotel & suites,15.553719450216182,15.17749301526501,Inclusive of taxes,8.9,"Legian, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant","Junior Suite, Junior Suite Garden Terrace with Double Bed, Deluxe Room, Premier Deluxe Lagoon Access with Daily Beers, Grand Suite Ocean View with Spa Bath, Grand Suite with Spa Bath, Royal Suite Villa with Private Pool and Daily Beers, Junior Suite Garden Terrace Double Bed with Daily Cocktails, Grand Suite with Spa Bath and Daily Cocktails, Junior Suite Single Occupancy",47 m² - 225 m²  ,One of the best choices in Kuta area,0.6546747841273115,0.6346754034143881,0.7924528300391599,3
the bene - by astadala,13.438468170107624,13.350615457935145,Inclusive of taxes,8.3,"Kuta, Bali","Free wifi, swimming pool with view, free parking, 24 hour front desk spa, restaurant, bar, airport transfer","Pool Access Room, Deluxe Room, Superior Room, Royal Suite, Family Suite, Standard Room, Royal Two Bedroom Suite",28 m² - 85 m²,Comfort while on holiday in Bali,0.34677288619500396,0.37169566275478116,0.6792452828907085,3
the bhaswara ubud,13.467017763047073,13.179337107524622,Inclusive of taxes,8.4,"Sukawati, Bali","Free wifi, Swimming pool with view, Free parking, Spa, 24-hour reception, Restaurant, Bar, Golf course","Two Bedroom Pool Villa, Deluxe, One Bedroom Pool Villa, One Bedroom Private Pool, Two bedroom Private Pool, One-Bedroom Villa, Deluxe Room, Double Or Twin Two Bedrooms, Superior Room",24 m² - 250 m²  ,"Excellent resort for Relaxation, Yoga and Meditation",0.3509286448672313,0.34704007705838763,0.6981132074154504,0
the calna villa bali,14.628568730696536,14.41784806622624,Inclusive of taxes,8.8,"Kuta, Bali","beach, free WiFi, swimming pool, free parking, 24-hour front desk, restaurant, bar, airport transfer","Three Bedroom Suite, One Bedroom Villa, Two Bedroom Private Pool Villa, One Bedroom Villa with Private Pool, Three-Bedroom Villa with Private Pool, Two Bedroom Villa, Two-Bedroom Villa with Private Pool",90 m² - 140 m²  ,Best Affordable Villas in Kuta!,0.5200072554548222,0.5253242151587402,0.773584905514418,0
the carik bisma ubud,13.60479076121576,12.988605673459045,Inclusive of taxes,7.4,"Monkey Forest, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, massage","Superior Queen Non-Smoking, Deluxe Garden Pool View Double, Deluxe Room, Joglo Bungalow, Superior Double Room, Joglo Suite Double Twins, Deluxe Double Room with Pool View, Superior Room, Shared room (Dormitory) Male only, Superior Room (Partial Window) (1 Queen Bed)",20 m² - 45 m²  ,Good hotel but lack of responsiveness,0.3709832681731612,0.31958421234268586,0.5094339621680314,1
the crystal luxury bay resort nusa dua - bali,14.47826347738406,13.679756124786524,Inclusive of taxes,8.1,"Nusa Dua, Bali","Free wifi, swimming pool, free parking, spa, 24-hour front desk, fitness center, restaurant, bar","Jacuzzi Suite, Family Loft, Apartment, Deluxe Room, Suite, Pool View Room",38 m² - 100 m²,Good pool great view,0.4981284020063881,0.41907559079747736,0.6415094338412245,3
the diana suite hotel,13.474112609920503,12.780968243182613,Inclusive of taxes,8.7,"Tuban, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar","Pavilion, Deluxe with Bathtub, Three-Bedroom Family Suite, Superior, Deluxe Suite, Pavilion with Living Room, Deluxe Room with Bathtub, Deluxe Room with Living Room, Junior Suite, Special Offer - 7 Hours Transit Room",24 m² - 200 m²  ,Great maintenance,0.3519613906399965,0.28969472284393033,0.7547169809896759,1
the dukuh retreat,13.8924725250259,13.199326270390594,Inclusive of taxes,9.7,"Kerambitan, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, water sports","Deluxe Double or Twin Room, Suite Room, Deluxe Room",32 m² - 38 m²  ,The perfect stay in authentic Bali,0.41285903107217237,0.3499175248902933,0.9433962262370948,1
the galuh pekutatan,13.035353454959095,12.720643248101034,Inclusive of taxes,8.8,"Pekutatan, Bali","Beach, free Wi-Fi, free parking, 24-hour reception, restaurant, bar, massage, airport transfer","Superior Double or Twin, Standard Double or Twin Room, Standard Double Room with View, Standard, Room Assigned on Arrival, Special Offer Room, Superior Room (no window), Double Room Double or Twin Room, 1 Single Bed, Standard Double or Twin Room (1 Double Bed and 1 Twin Bed)",30 m² - 40 m²  ,Clean and comfortable hotel,0.28809437974715363,0.28101091614971885,0.773584905514418,1
the garcia ubud hotel and resort,15.301329614419192,14.495001920826605,Inclusive of taxes,9.0,"Ubud, Bali","Free wifi, swimming pool, free parking, spa, 24 hour front desk, fitness center, restaurant,bar","Bedroom Pool Villa, Suite, Deluxe Room, Double Executive, Villa Pool View  ",40 m² - 145 m²,Comfy hotel and good food,0.6179362130688751,0.5364305427789384,0.8113207545639017,3
the garden villa,13.589028941504601,13.301347705172173,Inclusive of taxes,8.3,"Sanur, Bali","Beach, free Wi-Fi, swimming pool, free parking, 24-hour front desk, restaurant, water sports, golf course (within 3 km)","Pool Access Suite, Garden Suite, 2 Bedroom Suite, Java Garden Suite, 2 Bedrooms Bungalow, Sumatra Suite, Two-Bedroom Suite, Suite with Garden View, Suite Pool Access, Joglo Suite Pool Access",30 m² - 125 m²  ,Exactly what we needed,0.36868893357113525,0.36460355042765563,0.6792452828907085,3
